,question,answer,img_id,type
2136,màu của con chó là gì,màu tím,602136,2
2137,màu sắc của con chim là gì,màu xanh dương,602137,2
2138,đĩa có màu gì,màu tím,602138,2
2139,con chim có màu gì,màu xanh dương,602139,2
2140,màu của con mèo là gì,màu xanh lá,602140,2
2141,màu của door là gì,màu trắng,602141,2
2142,shirt có màu gì,màu trắng,602142,2
2143,màu quả bóng là gì,màu nâu,602143,2
2144,door có màu gì,màu xanh lá,602144,2
2145,màu sắc của con thỏ là gì,màu nâu,602145,2
2146,màu sắc của cốc là gì,màu trắng,602146,2
2147,cốc có màu gì,màu vàng,602147,2
2148,màu sắc của túi là gì,màu đen,602148,2
2149,shirt có màu gì,màu xanh dương,602149,2
2150,màu sắc của túi là gì,màu xanh lá,602150,2
2151,màu door là gì,màu nâu,602151,2
2152,màu xe máy là gì,màu xám,602152,2
2153,màu sắc của tàu hỏa là gì,màu tím,602153,2
2154,màu xe ô tô là gì,màu xanh lá,602154,2
2155,màu của con thỏ là gì,màu nâu,602155,2
2156,màu của xe ô tô là gì,màu đỏ,602156,2
2157,con thỏ có màu gì,màu đen,602157,2
2158,màu sắc của con chim là gì,màu vàng,602158,2
2159,màu sắc của cái ghế là gì,màu xanh lá,602159,2
2160,shirt có màu gì,màu vàng,602160,2
2161,màu của xe ô tô là gì,màu xanh lá,602161,2
2162,màu sắc của đĩa là gì,màu đen,602162,2
2163,màu sắc của tàu hỏa là gì,màu vàng,602163,2
2164,màu sắc của đĩa là gì,màu nâu,602164,2
2165,màu tàu hỏa là gì,màu trắng,602165,2
2166,màu wall là gì,màu đỏ,602166,2
2167,màu door là gì,màu xanh lá,602167,2
2168,màu sắc của đĩa là gì,màu vàng,602168,2
2169,màu của túi là gì,màu đỏ,602169,2
2170,con ngựa có màu gì,màu cam,602170,2
2171,xe đạp có màu gì,màu xanh dương,602171,2
2172,màu cái ghế là gì,màu vàng,602172,2
2173,màu sắc của cái bàn là gì,màu xanh lá,602173,2
2174,shirt có màu gì,màu đỏ,602174,2
2175,màu sắc của dress là gì,màu cam,602175,2
2176,xe đạp có màu gì,màu trắng,602176,2
2177,màu của con chó là gì,màu tím,602177,2
2178,con thỏ có màu gì,màu tím,602178,2
2179,màu con chó là gì,màu hồng,602179,2
2180,xe máy có màu gì,màu đỏ,602180,2
2181,con mèo có màu gì,màu tím,602181,2
2182,con mèo có màu gì,màu nâu,602182,2
2183,màu sắc của xe đạp là gì,màu hồng,602183,2
2184,cái ghế có màu gì,màu cam,602184,2
2185,màu sắc của con bò là gì,màu xanh lá,602185,2
2186,màu sắc của xe máy là gì,màu tím,602186,2
2187,màu sắc của dress là gì,màu trắng,602187,2
2188,con chim có màu gì,màu xanh dương,602188,2
2189,màu của cốc là gì,màu nâu,602189,2
2190,màu của xe tải là gì,màu xám,602190,2
2191,màu của shirt là gì,màu đỏ,602191,2
2192,màu sắc của con chó là gì,màu vàng,602192,2
2193,con bò có màu gì,màu xanh dương,602193,2
2194,con bò có màu gì,màu hồng,602194,2
2195,màu cái bàn là gì,màu đỏ,602195,2
2196,màu sắc của xe ô tô là gì,màu đen,602196,2
2197,màu xe máy là gì,màu đỏ,602197,2
2198,cốc có màu gì,màu cam,602198,2
2199,màu của con ngựa là gì,màu xám,602199,2
2200,màu của cái ghế là gì,màu xám,602200,2
2201,màu cốc là gì,màu hồng,602201,2
2202,màu sắc của cái bàn là gì,màu đỏ,602202,2
2203,màu xe ô tô là gì,màu đen,602203,2
2204,màu cốc là gì,màu xám,602204,2
2205,màu con chim là gì,màu tím,602205,2
2206,xe máy có màu gì,màu xám,602206,2
2207,màu con mèo là gì,màu tím,602207,2
2208,màu sắc của door là gì,màu tím,602208,2
2209,màu sắc của xe tải là gì,màu nâu,602209,2
2210,cốc có màu gì,màu trắng,602210,2
2211,màu của xe ô tô là gì,màu tím,602211,2
2212,màu xe ô tô là gì,màu đen,602212,2
2213,màu sắc của cốc là gì,màu vàng,602213,2
2214,màu đĩa là gì,màu đen,602214,2
2215,đĩa có màu gì,màu nâu,602215,2
2216,màu của con bò là gì,màu hồng,602216,2
2217,màu của wall là gì,màu tím,602217,2
2218,màu wall là gì,màu nâu,602218,2
2219,màu tàu hỏa là gì,màu tím,602219,2
2220,xe ô tô có màu gì,màu xanh dương,602220,2
2221,màu tàu hỏa là gì,màu nâu,602221,2
2222,màu con chim là gì,màu vàng,602222,2
2223,màu con chó là gì,màu xanh dương,602223,2
2224,màu cốc là gì,màu cam,602224,2
2225,dress có màu gì,màu tím,602225,2
2226,màu sắc của con thỏ là gì,màu xanh dương,602226,2
2227,xe ô tô có màu gì,màu tím,602227,2
2228,màu sắc của con chó là gì,màu vàng,602228,2
2229,màu sắc của con thỏ là gì,màu nâu,602229,2
2230,màu sắc của con ngựa là gì,màu nâu,602230,2
2231,con bò có màu gì,màu xám,602231,2
2232,màu sắc của con ngựa là gì,màu xám,602232,2
2233,màu wall là gì,màu xám,602233,2
2234,màu của dress là gì,màu hồng,602234,2
2235,màu sắc của xe ô tô là gì,màu nâu,602235,2
2236,màu của xe ô tô là gì,màu xanh lá,602236,2
2237,màu sắc của quả bóng là gì,màu xanh dương,602237,2
2238,màu cái ghế là gì,màu hồng,602238,2
2239,màu sắc của tàu hỏa là gì,màu nâu,602239,2
2240,màu sắc của quả bóng là gì,màu tím,602240,2
2241,màu của shirt là gì,màu xám,602241,2
2242,con mèo có màu gì,màu đỏ,602242,2
2243,xe buýt có màu gì,màu đen,602243,2
2244,con mèo có màu gì,màu nâu,602244,2
2245,xe ô tô có màu gì,màu nâu,602245,2
2246,màu của túi là gì,màu hồng,602246,2
2247,dress có màu gì,màu trắng,602247,2
2248,xe ô tô có màu gì,màu hồng,602248,2
2249,màu của xe ô tô là gì,màu cam,602249,2
2250,màu sắc của đĩa là gì,màu nâu,602250,2
2251,màu shirt là gì,màu nâu,602251,2
2252,xe buýt có màu gì,màu vàng,602252,2
2253,con chó có màu gì,màu vàng,602253,2
2254,màu quả bóng là gì,màu vàng,602254,2
2255,màu xe ô tô là gì,màu đỏ,602255,2
2256,màu sắc của cái ghế là gì,màu xanh dương,602256,2
2257,xe buýt có màu gì,màu hồng,602257,2
2258,con mèo có màu gì,màu đỏ,602258,2
2259,màu của cốc là gì,màu nâu,602259,2
2260,màu sắc của tàu hỏa là gì,màu xanh lá,602260,2
2261,màu xe tải là gì,màu cam,602261,2
2262,cái bàn có màu gì,màu đen,602262,2
2263,màu của wall là gì,màu hồng,602263,2
2264,màu sắc của con ngựa là gì,màu xanh lá,602264,2
2265,màu của xe tải là gì,màu vàng,602265,2
2266,màu sắc của xe máy là gì,màu cam,602266,2
2267,màu của cái bàn là gì,màu trắng,602267,2
2268,màu của xe buýt là gì,màu đỏ,602268,2
2269,màu con ngựa là gì,màu xanh dương,602269,2
2270,cái ghế có màu gì,màu vàng,602270,2
2271,màu sắc của đĩa là gì,màu xanh lá,602271,2
2272,màu con bò là gì,màu xanh dương,602272,2
2273,màu của cái bàn là gì,màu hồng,602273,2
2274,cốc có màu gì,màu hồng,602274,2
2275,màu con chim là gì,màu hồng,602275,2
2276,màu của xe đạp là gì,màu hồng,602276,2
2277,màu sắc của con chim là gì,màu đỏ,602277,2
2278,màu sắc của xe máy là gì,màu hồng,602278,2
2279,màu của con chó là gì,màu đỏ,602279,2
2280,màu của door là gì,màu nâu,602280,2
2281,màu con ngựa là gì,màu nâu,602281,2
2282,màu xe buýt là gì,màu xanh lá,602282,2
2283,quả bóng có màu gì,màu hồng,602283,2
2284,màu của con thỏ là gì,màu cam,602284,2
2285,màu tàu hỏa là gì,màu xanh dương,602285,2
2286,màu sắc của xe tải là gì,màu xám,602286,2
2287,màu con chim là gì,màu xanh dương,602287,2
2288,màu shirt là gì,màu nâu,602288,2
2289,màu sắc của xe tải là gì,màu đỏ,602289,2
2290,màu con mèo là gì,màu xanh dương,602290,2
2291,màu xe ô tô là gì,màu tím,602291,2
2292,màu sắc của con chim là gì,màu xanh lá,602292,2
2293,màu wall là gì,màu xám,602293,2
2294,màu của con thỏ là gì,màu hồng,602294,2
2295,màu sắc của door là gì,màu hồng,602295,2
2296,màu xe tải là gì,màu vàng,602296,2
2297,màu sắc của xe đạp là gì,màu nâu,602297,2
2298,màu sắc của cái ghế là gì,màu xanh lá,602298,2
2299,màu của vase là gì,màu cam,602299,2
2300,màu sắc của xe buýt là gì,màu đen,602300,2
2301,màu xe ô tô là gì,màu tím,602301,2
2302,màu của con chó là gì,màu xanh lá,602302,2
2303,door có màu gì,màu đen,602303,2
2304,màu cái bàn là gì,màu xám,602304,2
2305,màu của cốc là gì,màu đen,602305,2
2306,màu wall là gì,màu hồng,602306,2
2307,màu sắc của con bò là gì,màu xám,602307,2
2308,màu sắc của con bò là gì,màu nâu,602308,2
2309,màu sắc của quả bóng là gì,màu xanh dương,602309,2
2310,quả bóng có màu gì,màu đen,602310,2
2311,màu của con thỏ là gì,màu xanh lá,602311,2
2312,màu sắc của dress là gì,màu trắng,602312,2
2313,màu của xe buýt là gì,màu đỏ,602313,2
2314,màu của xe ô tô là gì,màu cam,602314,2
2315,màu sắc của con chim là gì,màu trắng,602315,2
2316,màu sắc của con chim là gì,màu xám,602316,2
2317,màu của xe máy là gì,màu xanh dương,602317,2
2318,con thỏ có màu gì,màu nâu,602318,2
2319,xe ô tô có màu gì,màu trắng,602319,2
2320,màu sắc của con chó là gì,màu đỏ,602320,2
2321,màu sắc của con ngựa là gì,màu cam,602321,2
2322,màu con ngựa là gì,màu xanh dương,602322,2
2323,door có màu gì,màu xanh dương,602323,2
2324,con ngựa có màu gì,màu hồng,602324,2
2325,màu sắc của con bò là gì,màu đen,602325,2
2326,cốc có màu gì,màu trắng,602326,2
2327,màu sắc của xe buýt là gì,màu vàng,602327,2
2328,con chó có màu gì,màu xanh lá,602328,2
2329,xe ô tô có màu gì,màu tím,602329,2
2330,tàu hỏa có màu gì,màu hồng,602330,2
2331,màu xe tải là gì,màu tím,602331,2
2332,màu của vase là gì,màu hồng,602332,2
2333,màu của vase là gì,màu hồng,602333,2
2334,màu cốc là gì,màu xám,602334,2
2335,màu của xe tải là gì,màu đen,602335,2
2336,màu sắc của tàu hỏa là gì,màu xanh lá,602336,2
2337,màu cốc là gì,màu xanh dương,602337,2
2338,màu sắc của túi là gì,màu nâu,602338,2
2339,màu wall là gì,màu đen,602339,2
2340,màu sắc của cái bàn là gì,màu đỏ,602340,2
2341,màu của túi là gì,màu xám,602341,2
2342,túi có màu gì,màu xám,602342,2
2343,màu của xe máy là gì,màu xanh dương,602343,2
2344,màu của cái bàn là gì,màu xám,602344,2
2345,màu của wall là gì,màu cam,602345,2
2346,màu của wall là gì,màu đỏ,602346,2
2347,xe buýt có màu gì,màu nâu,602347,2
2348,màu sắc của con bò là gì,màu xám,602348,2
2349,con chó có màu gì,màu nâu,602349,2
2350,xe ô tô có màu gì,màu xanh dương,602350,2
2351,màu sắc của xe buýt là gì,màu xanh lá,602351,2
2352,màu xe ô tô là gì,màu vàng,602352,2
2353,màu sắc của wall là gì,màu tím,602353,2
2354,màu sắc của tàu hỏa là gì,màu trắng,602354,2
2355,màu cốc là gì,màu cam,602355,2
2356,màu xe ô tô là gì,màu hồng,602356,2
2357,cái ghế có màu gì,màu xanh dương,602357,2
2358,cái ghế có màu gì,màu trắng,602358,2
2359,màu của con mèo là gì,màu xanh dương,602359,2
2360,màu dress là gì,màu xanh lá,602360,2
2361,màu của xe tải là gì,màu cam,602361,2
2362,màu sắc của xe máy là gì,màu hồng,602362,2
2363,con mèo có màu gì,màu xám,602363,2
2364,màu sắc của tàu hỏa là gì,màu nâu,602364,2
2365,wall có màu gì,màu tím,602365,2
2366,màu con mèo là gì,màu xanh lá,602366,2
2367,màu của cái bàn là gì,màu xám,602367,2
2368,màu của túi là gì,màu cam,602368,2
2369,màu của xe ô tô là gì,màu cam,602369,2
2370,cái ghế có màu gì,màu xanh dương,602370,2
2371,màu xe đạp là gì,màu tím,602371,2
2372,cốc có màu gì,màu trắng,602372,2
2373,màu tàu hỏa là gì,màu đỏ,602373,2
2374,màu của xe máy là gì,màu đỏ,602374,2
2375,con ngựa có màu gì,màu cam,602375,2
2376,màu sắc của con thỏ là gì,màu đỏ,602376,2
2377,màu sắc của xe ô tô là gì,màu tím,602377,2
2378,màu sắc của cái bàn là gì,màu xám,602378,2
2379,màu xe máy là gì,màu tím,602379,2
2380,màu sắc của túi là gì,màu cam,602380,2
2381,màu sắc của con bò là gì,màu đen,602381,2
2382,xe ô tô có màu gì,màu vàng,602382,2
2383,màu con mèo là gì,màu trắng,602383,2
2384,màu của con mèo là gì,màu đỏ,602384,2
2385,màu sắc của shirt là gì,màu xám,602385,2
2386,màu sắc của cái ghế là gì,màu tím,602386,2
2387,màu sắc của đĩa là gì,màu tím,602387,2
2388,màu sắc của con thỏ là gì,màu đỏ,602388,2
2389,màu xe ô tô là gì,màu nâu,602389,2
2390,màu sắc của con thỏ là gì,màu tím,602390,2
2391,xe buýt có màu gì,màu nâu,602391,2
2392,màu của tàu hỏa là gì,màu đen,602392,2
2393,màu xe ô tô là gì,màu trắng,602393,2
2394,màu của con ngựa là gì,màu xám,602394,2
2395,màu của túi là gì,màu đỏ,602395,2
2396,màu sắc của wall là gì,màu trắng,602396,2
2397,màu sắc của đĩa là gì,màu xanh lá,602397,2
2398,màu sắc của con ngựa là gì,màu hồng,602398,2
2399,màu của con mèo là gì,màu xanh dương,602399,2
2400,màu xe buýt là gì,màu cam,602400,2
2401,con ngựa có màu gì,màu trắng,602401,2
2402,xe máy có màu gì,màu xanh lá,602402,2
2403,màu cái ghế là gì,màu vàng,602403,2
2404,con bò có màu gì,màu cam,602404,2
2405,màu của cái ghế là gì,màu xanh lá,602405,2
2406,con chó có màu gì,màu trắng,602406,2
2407,màu sắc của con chó là gì,màu vàng,602407,2
2408,màu shirt là gì,màu hồng,602408,2
2409,màu sắc của tàu hỏa là gì,màu tím,602409,2
2410,con thỏ có màu gì,màu hồng,602410,2
2411,màu của door là gì,màu xám,602411,2
2412,màu của đĩa là gì,màu xanh dương,602412,2
2413,màu dress là gì,màu hồng,602413,2
2414,con mèo có màu gì,màu hồng,602414,2
2415,xe ô tô có màu gì,màu xám,602415,2
2416,màu của quả bóng là gì,màu xanh dương,602416,2
2417,màu sắc của xe ô tô là gì,màu xanh dương,602417,2
2418,màu xe máy là gì,màu nâu,602418,2
2419,màu của con chim là gì,màu đen,602419,2
2420,màu sắc của shirt là gì,màu xanh lá,602420,2
2421,màu xe ô tô là gì,màu đỏ,602421,2
2422,màu xe tải là gì,màu cam,602422,2
2423,đĩa có màu gì,màu vàng,602423,2
2424,màu của con thỏ là gì,màu tím,602424,2
2425,màu sắc của con chó là gì,màu vàng,602425,2
2426,màu quả bóng là gì,màu xanh lá,602426,2
2427,màu của xe đạp là gì,màu tím,602427,2
2428,cốc có màu gì,màu vàng,602428,2
2429,màu sắc của con chó là gì,màu xám,602429,2
2430,màu của túi là gì,màu xám,602430,2
2431,con chó có màu gì,màu hồng,602431,2
2432,xe đạp có màu gì,màu tím,602432,2
2433,màu của xe buýt là gì,màu xám,602433,2
2434,con mèo có màu gì,màu xanh dương,602434,2
2435,xe ô tô có màu gì,màu nâu,602435,2
2436,xe ô tô có màu gì,màu hồng,602436,2
2437,màu sắc của con mèo là gì,màu hồng,602437,2
2438,màu xe ô tô là gì,màu cam,602438,2
2439,màu con chim là gì,màu xanh dương,602439,2
2440,màu sắc của vase là gì,màu cam,602440,2
2441,màu sắc của con bò là gì,màu tím,602441,2
2442,màu của con bò là gì,màu xanh lá,602442,2
2443,vase có màu gì,màu vàng,602443,2
2444,màu con ngựa là gì,màu vàng,602444,2
2445,màu sắc của xe ô tô là gì,màu cam,602445,2
2446,xe tải có màu gì,màu hồng,602446,2
2447,tàu hỏa có màu gì,màu xanh lá,602447,2
2448,màu của quả bóng là gì,màu đỏ,602448,2
2449,màu cái bàn là gì,màu trắng,602449,2
2450,màu của vase là gì,màu nâu,602450,2
2451,con chim có màu gì,màu đen,602451,2
2452,màu sắc của cốc là gì,màu tím,602452,2
2453,màu xe ô tô là gì,màu xanh lá,602453,2
2454,màu con chó là gì,màu cam,602454,2
2455,màu quả bóng là gì,màu cam,602455,2
2456,màu sắc của con chim là gì,màu đỏ,602456,2
2457,con chó có màu gì,màu đen,602457,2
2458,màu của xe đạp là gì,màu xám,602458,2
2459,màu wall là gì,màu vàng,602459,2
2460,màu sắc của tàu hỏa là gì,màu xanh dương,602460,2
2461,túi có màu gì,màu trắng,602461,2
2462,túi có màu gì,màu đỏ,602462,2
2463,màu con ngựa là gì,màu tím,602463,2
2464,màu sắc của con mèo là gì,màu đỏ,602464,2
2465,màu sắc của cốc là gì,màu vàng,602465,2
2466,con thỏ có màu gì,màu đỏ,602466,2
2467,con chim có màu gì,màu xanh dương,602467,2
2468,màu sắc của cốc là gì,màu cam,602468,2
2469,màu của túi là gì,màu xám,602469,2
2470,màu sắc của túi là gì,màu hồng,602470,2
2471,cái bàn có màu gì,màu nâu,602471,2
2472,màu sắc của xe tải là gì,màu tím,602472,2
2473,vase có màu gì,màu cam,602473,2
2474,màu của cốc là gì,màu xám,602474,2
2475,cái ghế có màu gì,màu nâu,602475,2
2476,màu dress là gì,màu tím,602476,2
2477,màu của xe ô tô là gì,màu xám,602477,2
2478,màu sắc của con ngựa là gì,màu xanh dương,602478,2
2479,con chó có màu gì,màu đỏ,602479,2
2480,màu của xe đạp là gì,màu xanh dương,602480,2
2481,con chó có màu gì,màu xám,602481,2
2482,màu xe máy là gì,màu xám,602482,2
2483,màu con chim là gì,màu đỏ,602483,2
2484,màu sắc của xe tải là gì,màu đen,602484,2
2485,màu của xe tải là gì,màu vàng,602485,2
2486,màu của quả bóng là gì,màu tím,602486,2
2487,màu của con ngựa là gì,màu tím,602487,2
2488,vase có màu gì,màu xanh lá,602488,2
2489,màu của xe máy là gì,màu đen,602489,2
2490,màu cái ghế là gì,màu xanh dương,602490,2
2491,màu của xe ô tô là gì,màu đỏ,602491,2
2492,dress có màu gì,màu nâu,602492,2
2493,màu xe buýt là gì,màu trắng,602493,2
2494,màu sắc của shirt là gì,màu cam,602494,2
2495,túi có màu gì,màu xám,602495,2
2496,túi có màu gì,màu trắng,602496,2
2497,màu sắc của con chó là gì,màu vàng,602497,2
2498,túi có màu gì,màu cam,602498,2
2499,màu sắc của xe buýt là gì,màu hồng,602499,2
2500,xe máy có màu gì,màu hồng,602500,2
2501,màu sắc của xe ô tô là gì,màu nâu,602501,2
2502,màu dress là gì,màu đỏ,602502,2
2503,màu dress là gì,màu trắng,602503,2
2504,shirt có màu gì,màu vàng,602504,2
2505,màu của con chó là gì,màu xanh dương,602505,2
2506,màu xe tải là gì,màu đỏ,602506,2
2507,dress có màu gì,màu trắng,602507,2
2508,cái ghế có màu gì,màu đen,602508,2
2509,màu vase là gì,màu đỏ,602509,2
2510,xe ô tô có màu gì,màu xanh lá,602510,2
2511,màu sắc của dress là gì,màu xám,602511,2
2512,màu của con chim là gì,màu nâu,602512,2
2513,màu xe máy là gì,màu nâu,602513,2
2514,màu sắc của con thỏ là gì,màu tím,602514,2
2515,màu túi là gì,màu nâu,602515,2
2516,màu con thỏ là gì,màu xám,602516,2
2517,xe tải có màu gì,màu hồng,602517,2
2518,màu shirt là gì,màu cam,602518,2
2519,màu xe ô tô là gì,màu vàng,602519,2
2520,màu sắc của đĩa là gì,màu nâu,602520,2
2521,màu túi là gì,màu đỏ,602521,2
2522,màu sắc của con chim là gì,màu xám,602522,2
2523,màu cái bàn là gì,màu hồng,602523,2
2524,màu sắc của vase là gì,màu tím,602524,2
2525,door có màu gì,màu hồng,602525,2
2526,màu của xe đạp là gì,màu cam,602526,2
2527,tàu hỏa có màu gì,màu trắng,602527,2
2528,quả bóng có màu gì,màu hồng,602528,2
2529,xe máy có màu gì,màu đỏ,602529,2
2530,màu của shirt là gì,màu trắng,602530,2
2531,màu con mèo là gì,màu nâu,602531,2
2532,màu của xe đạp là gì,màu vàng,602532,2
2533,màu của door là gì,màu hồng,602533,2
2534,xe buýt có màu gì,màu xanh lá,602534,2
2535,màu của xe buýt là gì,màu cam,602535,2
2536,màu của cốc là gì,màu xám,602536,2
2537,con mèo có màu gì,màu xanh dương,602537,2
2538,màu vase là gì,màu cam,602538,2
2539,xe ô tô có màu gì,màu hồng,602539,2
2540,shirt có màu gì,màu cam,602540,2
2541,màu wall là gì,màu đỏ,602541,2
2542,wall có màu gì,màu cam,602542,2
2543,con chó có màu gì,màu hồng,602543,2
2544,quả bóng có màu gì,màu tím,602544,2
2545,con ngựa có màu gì,màu xám,602545,2
2546,màu cốc là gì,màu xanh dương,602546,2
2547,màu cái bàn là gì,màu đen,602547,2
2548,màu của cốc là gì,màu tím,602548,2
2549,màu cái bàn là gì,màu tím,602549,2
2550,dress có màu gì,màu xanh lá,602550,2
2551,màu sắc của wall là gì,màu xanh dương,602551,2
2552,màu của dress là gì,màu xám,602552,2
2553,con chó có màu gì,màu vàng,602553,2
2554,con ngựa có màu gì,màu đen,602554,2
2555,màu sắc của con thỏ là gì,màu đen,602555,2
2556,màu sắc của shirt là gì,màu hồng,602556,2
2557,màu cốc là gì,màu trắng,602557,2
2558,màu của xe tải là gì,màu xanh lá,602558,2
2559,màu con thỏ là gì,màu đỏ,602559,2
2560,con chó có màu gì,màu xanh dương,602560,2
2561,màu con ngựa là gì,màu vàng,602561,2
2562,màu xe buýt là gì,màu xanh lá,602562,2
2563,màu cái ghế là gì,màu tím,602563,2
2564,túi có màu gì,màu đen,602564,2
2565,màu sắc của xe buýt là gì,màu nâu,602565,2
2566,màu con chó là gì,màu tím,602566,2
2567,màu của con chó là gì,màu đen,602567,2
2568,màu xe tải là gì,màu vàng,602568,2
2569,màu sắc của cốc là gì,màu đen,602569,2
2570,màu door là gì,màu xanh dương,602570,2
2571,màu con thỏ là gì,màu đen,602571,2
2572,màu xe máy là gì,màu xanh lá,602572,2
2573,màu xe buýt là gì,màu đỏ,602573,2
2574,màu sắc của quả bóng là gì,màu cam,602574,2
2575,door có màu gì,màu xanh lá,602575,2
2576,màu của xe máy là gì,màu trắng,602576,2
2577,màu của con mèo là gì,màu xanh dương,602577,2
2578,màu sắc của túi là gì,màu đỏ,602578,2
2579,dress có màu gì,màu xanh dương,602579,2
2580,xe ô tô có màu gì,màu tím,602580,2
2581,màu của dress là gì,màu đen,602581,2
2582,đĩa có màu gì,màu xanh lá,602582,2
2583,đĩa có màu gì,màu đỏ,602583,2
2584,màu sắc của xe ô tô là gì,màu nâu,602584,2
2585,màu con thỏ là gì,màu nâu,602585,2
2586,màu sắc của shirt là gì,màu xanh lá,602586,2
2587,màu của con chim là gì,màu xanh lá,602587,2
2588,màu dress là gì,màu vàng,602588,2
2589,màu của xe máy là gì,màu xanh lá,602589,2
2590,màu xe máy là gì,màu xanh lá,602590,2
2591,màu của xe buýt là gì,màu xanh dương,602591,2
2592,màu sắc của dress là gì,màu xám,602592,2
2593,màu của cốc là gì,màu vàng,602593,2
2594,màu dress là gì,màu xanh lá,602594,2
2595,túi có màu gì,màu xanh dương,602595,2
2596,màu sắc của con bò là gì,màu đỏ,602596,2
2597,màu của cái bàn là gì,màu trắng,602597,2
2598,đĩa có màu gì,màu trắng,602598,2
2599,túi có màu gì,màu hồng,602599,2
2600,màu sắc của xe đạp là gì,màu cam,602600,2
2601,màu của xe buýt là gì,màu đỏ,602601,2
2602,màu cốc là gì,màu đen,602602,2
2603,màu của xe tải là gì,màu cam,602603,2
2604,màu wall là gì,màu cam,602604,2
2605,túi có màu gì,màu xanh lá,602605,2
2606,con mèo có màu gì,màu cam,602606,2
2607,màu sắc của đĩa là gì,màu tím,602607,2
2608,cái bàn có màu gì,màu đen,602608,2
2609,màu của xe máy là gì,màu đỏ,602609,2
2610,màu dress là gì,màu xám,602610,2
2611,cốc có màu gì,màu cam,602611,2
2612,màu sắc của túi là gì,màu đỏ,602612,2
2613,màu của cái bàn là gì,màu trắng,602613,2
2614,xe ô tô có màu gì,màu nâu,602614,2
2615,màu của quả bóng là gì,màu cam,602615,2
2616,màu sắc của con bò là gì,màu hồng,602616,2
2617,xe ô tô có màu gì,màu vàng,602617,2
2618,màu sắc của shirt là gì,màu nâu,602618,2
2619,màu của wall là gì,màu xanh lá,602619,2
2620,màu của con ngựa là gì,màu nâu,602620,2
2621,màu quả bóng là gì,màu xanh dương,602621,2
2622,màu sắc của tàu hỏa là gì,màu cam,602622,2
2623,màu sắc của xe ô tô là gì,màu xám,602623,2
2624,xe tải có màu gì,màu nâu,602624,2
2625,màu sắc của xe buýt là gì,màu xanh lá,602625,2
2626,màu quả bóng là gì,màu vàng,602626,2
2627,màu của xe máy là gì,màu đỏ,602627,2
2628,con thỏ có màu gì,màu xanh lá,602628,2
2629,con chim có màu gì,màu nâu,602629,2
2630,màu của con bò là gì,màu xám,602630,2
2631,màu của xe ô tô là gì,màu đỏ,602631,2
2632,màu của con thỏ là gì,màu đen,602632,2
2633,con chó có màu gì,màu xanh lá,602633,2
2634,dress có màu gì,màu cam,602634,2
2635,màu xe ô tô là gì,màu tím,602635,2
2636,tàu hỏa có màu gì,màu xám,602636,2
2637,con ngựa có màu gì,màu nâu,602637,2
2638,màu sắc của wall là gì,màu xanh dương,602638,2
2639,màu con bò là gì,màu nâu,602639,2
2640,màu của con ngựa là gì,màu cam,602640,2
2641,con bò có màu gì,màu hồng,602641,2
2642,màu cốc là gì,màu xanh dương,602642,2
2643,màu con ngựa là gì,màu đen,602643,2
2644,màu xe buýt là gì,màu đỏ,602644,2
2645,cái bàn có màu gì,màu xanh dương,602645,2
2646,màu sắc của con ngựa là gì,màu vàng,602646,2
2647,màu sắc của con mèo là gì,màu xám,602647,2
2648,màu của dress là gì,màu hồng,602648,2
2649,màu dress là gì,màu nâu,602649,2
2650,màu sắc của con mèo là gì,màu xanh dương,602650,2
2651,màu sắc của cái ghế là gì,màu trắng,602651,2
2652,màu của cốc là gì,màu hồng,602652,2
2653,màu sắc của wall là gì,màu trắng,602653,2
2654,màu wall là gì,màu đỏ,602654,2
2655,con thỏ có màu gì,màu đen,602655,2
2656,màu sắc của túi là gì,màu xám,602656,2
2657,shirt có màu gì,màu tím,602657,2
2658,màu của con ngựa là gì,màu cam,602658,2
2659,màu của đĩa là gì,màu nâu,602659,2
2660,dress có màu gì,màu trắng,602660,2
2661,màu của xe buýt là gì,màu nâu,602661,2
2662,màu sắc của shirt là gì,màu đen,602662,2
2663,màu sắc của wall là gì,màu nâu,602663,2
2664,màu sắc của xe ô tô là gì,màu xanh lá,602664,2
2665,màu của đĩa là gì,màu nâu,602665,2
2666,màu xe đạp là gì,màu cam,602666,2
2667,màu xe buýt là gì,màu trắng,602667,2
2668,màu sắc của con ngựa là gì,màu cam,602668,2
2669,màu đĩa là gì,màu nâu,602669,2
2670,màu sắc của tàu hỏa là gì,màu vàng,602670,2
2671,màu sắc của cái bàn là gì,màu xanh dương,602671,2
2672,màu xe buýt là gì,màu đỏ,602672,2
2673,màu sắc của xe buýt là gì,màu đen,602673,2
2674,màu xe đạp là gì,màu hồng,602674,2
2675,màu của con chó là gì,màu đen,602675,2
2676,đĩa có màu gì,màu đen,602676,2
2677,màu xe ô tô là gì,màu đen,602677,2
2678,xe ô tô có màu gì,màu xanh dương,602678,2
2679,màu của xe đạp là gì,màu đen,602679,2
2680,màu của vase là gì,màu xanh lá,602680,2
2681,tàu hỏa có màu gì,màu cam,602681,2
2682,màu của con bò là gì,màu trắng,602682,2
2683,màu của xe ô tô là gì,màu xám,602683,2
2684,màu của vase là gì,màu xanh dương,602684,2
2685,màu sắc của door là gì,màu trắng,602685,2
2686,màu sắc của wall là gì,màu xanh dương,602686,2
